ID,Coordenadas X,Coordenadas Y,Longitud corregida,Latitud corregida,Sitio,árbol ID,Codigo SAU,Especie árbol,CAP1,CAP2,CAP3,CAP4,Altura copa,Altura total,Foto Árbol 2023,ID epífita,Nombre común,Nombre común actualizado,Familia,Especie epífita,Ubicación en el árbol,Altura planta,Mortalidad 1 (12-04-2016),Desaparicion 1,12/04/16,Mortalidad 2 (12-05-2016),Desaparicion 2,12/05/16,Mortalidad 3 (16-06-2016),Desaparicion 3,42537,Mortalidad 4 (18-09-2016),Desaparicion 4,42631,Mortalidad (05-2017),Desaparicion (05-2017),42856,Mortalidad (06-2017),Desaparición (06-2017),42887,Mortalidad 7 (12-2017),Desaparición 7 (12-2017),43070,Mortalidad 8 (05/02/2018),Desaparición 8 (05/02/2018),43136,Mortalidad 9 (12/07/2018),Desaparición 9 (12/07/2018),43293,Mortalidad 10 (12/12/2018),Desaparición 10 (12/12/2018),43446,45108,nuevas hojas 1,nuevas hojas 2,nuevas hojas 3,nuevas hojas  4,Nuevas hojas (05-2017),Nuevas hojas (06-2017),Nuevas hojas (12-2017),Nuevas hojas (05/02/2018),Nuevas hojas (12/07/2018),Nuevas Hojas 112/12/2018,nuevas raices 1,nuevas raices 2,nuevas raices 3,nuevas raices 4,Nuevas raices (05-2017),Nuevas raíces (06-2017),Nuevas Raíces (12-2017),Nuevas Raíces (05/02/2018),Nuevas Raíces (12/07/2018),Nuevas Raices 12/12/2018,Estado fitosanitario 1,Estado Fitosanitario 2,Estado Fitosanitario 3,Estado Fitosanitario 4,Estado fitosanitario (05-2017),Estado fitosanitario (06-2017),Estado Fitosanitario (12-2017),Estado Fitosanitario (05/02/2018),Estado Fitosanitario (12/07/2018),Estado fitosanitario 12/12/2018,floracion 1,floracion 2,floracion 3,floracion 4,Floracion (05-2017),Floración (06-2017),Floración (12-2017),Floración (5/02/2018),Floración (12/07/2018),Floración 12/12/2018,fructificacion 1,fructificacion 2,fructificacion 3,fructificacion 4,Fructificacion (05-2017),Fructificación (06-2017),Fructificación (12-2017),Fructificación (05/02/2018),Fructificación (12/07/2018),Frutificación 12/12/2018,Observaciones 12/12/2018,Desaparecido/ muerto 2023,Estado fitosanitario 2023,Fenología 2023,Número de hojas/tallos/ clones 2023,Foto planta 2023,Observaciones 2023
242,-7.558.208,624.382,-75.5820702212334936,6.24396068345799904,Quebrada La Picacha,41,00111050590085,Ficus benjamina,294,161,,,8,15,8510,184,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,fuste,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,,,0,,,0,,,0,1,0,0,0,0,0,NA,0,,,,0,0,0,0,0,NA,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,NA,0,,,,0,0,0,0,0,NA,,,,,0,0,0,0,0,NA,0,,,,,Si,,,,,
243,-7.558.208,624.382,-75.5820702212334936,6.24396068345799904,Quebrada La Picacha,41,00111050590085,Ficus benjamina,294,161,,,8,15,8510,189,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,fuste,2.2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,1,1,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Regular,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
244,-7.558.208,624.382,-75.5820702212334936,6.24396068345799904,Quebrada La Picacha,41,00111050590085,Ficus benjamina,294,161,,,8,15,8510,398,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,fuste,2.8,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,1,1,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
245,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,63,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,3.9,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,1,1,,,0,0,,0,,0,0,1,0,0,0,0,-,,0,,4,4,0,0,0,0,-,,0,,0,Si,Bueno,Bueno,Bueno,Bueno,-,,0,,Regular,B,0,0,0,0,-,,,,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
246,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,104,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,1,1,,,0,0,,0,,0,0,1,0,0,0,0,0,NA,0,,5,4,0,0,0,0,0,NA,0,,si,0,Regular,Bueno,Bueno,NA,Bueno,NA,0,,Bueno,R,0,0,0,0,0,NA,,,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
247,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,112,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,1,1,0,,0,0,,0,,0,0,1,0,0,0,0,3,1,4,,4,5,0,0,0,0,0,1,si,si,si,Si,Regular,Bueno,Bueno,NA,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
248,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,146,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,1,,0,0,1,1,1,0,0,3,1,3,,7,0,0,0,1,0,0,1,si,si,si,0,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,,0,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
249,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,148,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,3.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,4,1,4,3,,,0,0,0,0,0,1,si,si,,,Bueno,Bueno,Bueno,NA,Bueno,Bueno,Bueno,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
250,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,169,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,3.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,6,1,0,,,,0,0,0,0,0,0,0,,,,Bueno,Bueno,Bueno,NA,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
251,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,239,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,0,0,Bueno,Bueno,Bueno,Bueno,Bueno,0,Bueno,Bueno,Regular,M,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
252,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,333,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,3.4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,1,0,6,6,,6,0,0,0,0,0,0,si,si,,Si,Malo,Malo,NA,NA,Bueno,Bueno,Bueno,Bueno,,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
253,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,339,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,6.1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Regular,Bueno,Regular,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
254,-7.558.007,624.374,-75.5799722200000019,6.24377778000000028,Parque conquistadores (cancha Colseguros),42,00111050470257,Ficus elastica,720,,,,6,12,8500,354,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama interna,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,5,1,0,,,,0,0,0,0,0,1,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
255,-7.557.994,624.361,-75.5798888900000065,6.24355555999999989,Parque conquistadores (cancha Colseguros),43,00111050470256,Ficus benjamina,156.4,154,,,9,15,8502  8504,52,Salvini,Salvini,Araceae,Anthurium salvinii,fuste,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,5,0,2,4,2,3,0,1,1,0,0,0,si,0,0,0,Bueno,Regular,Bueno,Bueno,Bueno,0,Regular,Bueno,Regular,R,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
256,-7.557.994,624.361,-75.5798888900000065,6.24355555999999989,Parque conquistadores (cancha Colseguros),43,00111050470256,Ficus benjamina,156.4,154,,,9,15,8503  8504,86,Salvini,Salvini,Araceae,Anthurium salvinii,fuste,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,1,1,1,1,3,2,0,0,0,0,0,0,no,0,0,0,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Regular,Regular,M,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
257,-7.557.994,624.361,-75.5798888900000065,6.24355555999999989,Parque conquistadores (cancha Colseguros),43,00111050470256,Ficus benjamina,156.4,154,,,9,15,8504  8504,361,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,fuste,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1,1,4,6,4,7,0,0,0,0,0,0,si,si,si,Si,Regular,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Regular,R,0,1,0,0,0,0,,0,Botón Floral,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,17,,
258,-7.557.994,624.361,-75.5798888900000065,6.24355555999999989,Parque conquistadores (cancha Colseguros),43,00111050470256,Ficus benjamina,156.4,154,,,9,15,8505  8504,371,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,1,6,5,4,5,0,0,0,0,si,1,si,0,si,Si,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,regular,Regular,R,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Regular,Infertil,7,,Se desprendió
259,-7.557.994,624.361,-75.5798888900000065,6.24355555999999989,Parque conquistadores (cancha Colseguros),43,00111050470256,Ficus benjamina,156.4,154,,,9,15,8506  8504,373,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,1,7,5,5,6,0,0,0,0,0,1,si,si,si,Si,Bueno,Malo,Malo,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,32,,
260,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,29,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,6,1,6,6,8,4,0,0,0,0,0,1,si,,si,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,R,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,6,,
261,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,187,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,4,1,0,,,,0,0,1,0,no,1,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
262,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,216,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,1,,1,,0,0,1,0,0,0,0,0,0,1,1 Rebrote,0,0,0,0,0,0,0,0,no,0,0,0,Regular,Bueno,Bueno,Bueno,Bueno,0,Bueno,Regular,Regular,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
263,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,321,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,fuste,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,0,0,2,3,3,4,0,0,0,0,0,1,no,si,si,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Bueno,0,1,0,0,0,0,0,,0,,0,0,0,0,0,Rebrote,0,0,0,,0,,Si,,,,,
264,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,322,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,fuste,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,4,1,3,3,7,5,0,0,0,0,si,1,si,si,si,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Bueno,0,1,0,0,0,0,0,,0,,0,0,0,0,0,Rebrote,0,0,0,,0,,Si,,,,,
265,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,324,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,5,1,5,6,7,6,0,0,0,0,si,1,si,si,si,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Bueno,0,1,0,0,0,0,0,,0,,0,0,0,0,0,Rebrote,0,0,0,,0,,Si,,,,,
266,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,351,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,fuste,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,0,,0,,,,0,0,1,0,0,,0,,,,Bueno,Bueno,Bueno,Bueno,Muerto,,0,,,,1,0,0,0,0,,,,,,0,0,0,0,0,,0,,,,,Si,,,,,
267,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,376,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,0,,,0,1,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,,,,Bueno,Bueno,Bueno,Bueno,Muerto,Malo,0,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
268,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,387,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,rama interna,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,1,,1,,0,0,1,0,0,0,0,0,1,6,5,6,0,0,0,0,0,0,1,si,si,si,0,Regular,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Bueno,Bueno,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
269,-7.557.967,624.307,-75.57967,6.24307,Parque conquistadores (cancha Colseguros),44,No,Ficus elastica,283,206.3,,,7.5,13,8506,388,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,fuste,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,6,1,6,3,3,6,0,0,0,0,si,1,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Regular,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
270,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,5,Salvini,Salvini,Araceae,Anthurium salvinii,fuste,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,8,NA,0,,2,9,0,0,1,0,0,NA,0,,0,0,Regular,Bueno,Bueno,Bueno,Bueno,NA,0,,Regular,R,0,0,0,0,0,NA,,,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
271,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,44,Salvini,Salvini,Araceae,Anthurium salvinii,fuste,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,1,6,3,7,3,0,0,0,0,0,0,si,si,0,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,R,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Regular,Infertil,6,,
272,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,142,Salvini,Salvini,Araceae,Anthurium salvinii,fuste,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,4,1,3,5,,,0,0,0,0,0,0,no,si,,,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
273,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,160,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,fuste,5.4,0,0,0,0,0,0,0,0,0,1,0,1,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Malo,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
274,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,236,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,fuste,5.3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Regular,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
275,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,242,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,fuste,6,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,0,,0,,1,1,1,0,0,0,0,-,,0,,1 rebrote,0,0,0,0,0,-,,0,,0,0,Bueno,Malo,Regular,Bueno,-,,0,,Bueno,0,0,0,0,0,-,,,,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
276,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,248,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,fuste,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,no,0,,,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Regular,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
277,-7.557.964,624.275,-75.57964,6.24275,Parque conquistadores (cancha Colseguros),45,No,Ficus benjamina,440,,,,10,16,8509,396,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,fuste,5.7,0,0,0,0,0,0,0,0,0,0,1,1,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,1,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,NA,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
278,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,62,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,6.8,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,1,1,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,-,,2,1,5,3,0,0,1,0,-,,no,0,si,0,Regular,Bueno,Bueno,Bueno,-,,Bueno,Regular,Bueno,0,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,Si,,,,,
279,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,107,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,0,0,1,0,0,6,1,1,4,,5,0,0,0,0,0,0,no,0,,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,,R,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,7,,
280,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,224,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,0,,0,,0,0,1,0,0,1,0,-,,0,0,0,0,0,0,1,0,-,,0,0,0,0,Regular,Bueno,Bueno,Bueno,-,,0,regular,,R,0,0,0,0,-,,,,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
281,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,256,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,rama externa,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,0,1,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,no,0,,,Bueno,Bueno,Bueno,Regular,Bueno,Regular,Bueno,regular,,,0,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
282,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,264,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,rama externa,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,Regular,Bueno,Bueno,Bueno,Regular,Regular,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
283,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,317,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,-,,6,6,7,9,0,0,0,0,-,,si,si,si,Si,Malo,Bueno,Regular,Bueno,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,1,1,0,0,0,0,-,,0,0,,0,,No,Bueno,Flor,14,,
284,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,328,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,5,1,6,6,5,7,0,0,0,0,-,,si,si,si,Si,Malo,Bueno,Regular,Bueno,-,,Bueno,Bueno,Bueno,R,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,Si,,,,,
285,-7.557.983,624.261,-75.57983,6.24261,Parque conquistadores (cancha Colseguros),46,No,Fraxinus uhdei,109.5,,,,5,11,8539,362,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,5,1,5,5,7,5,0,0,1,0,si,1,si,si,si,Si,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,B,0,0,0,0,0,0,,0,Botón Floral,0,0,0,0,0,0,0,0,0,,1,,No,Bueno,Infertil,10,,
